Biomass,d0(%),d1(%),d2(%),d3(%),d4(%),d5(%),d6(%),d7(%),d8(%),d9(%),p10,p100,p30,p40,p50,p60,p70,p80,p90,stdev,mean
4.6996,4.9287301,17.7605003,25.6552011,17.9956004,10.4900002,11.3278002,7.66671,2.96824,1.18175,0.0254055,4.375879765,20.7560997,6.317329884,7.207489967,8.269510269,9.663399696,10.94050026,12.28050041,14.15869999,3.864079952,8.890789986
9.1308,8.2276396,10.9899998,6.8192497,7.0341997,20.5276996,24.9626994,11.6853997,5.8492001,3.8843699,0.0196,3.655610085,21.21990013,9.445340157,10.96759987,11.92640018,12.77939987,13.75949955,15.04389954,17.25639915,4.746419907,11.1697998
10.9699,3.5140999,6.9173001,7.2461396,9.5395103,14.0364006,19.8218003,21.4451,15.3602004,2.10281,0.0165797,5.479109764,20.50090027,10.29810047,11.78999996,13.00119972,14.03110027,15.16100025,16.00189972,16.93810081,4.237360001,12.14439964
12.0124,6.5086998,7.6256201,6.8116099,8.9923702,13.0788997,20.0110003,18.6928004,10.3042997,7.9542197,0.0204564,4.982019901,23.78219986,11.1967001,13.31499958,14.96759987,16.00270081,16.93400002,18.61510086,20.94099998,5.565420151,13.78390026
10.0412,6.1228201,8.5241698,6.08605,10.3349999,19.9851006,19.5708007,16.8392003,8.88303,3.6327198,0.0210515,5.179090023,22.58530045,10.26200008,11.92889977,13.16679955,14.37110043,15.53120041,16.68829918,18.18000031,4.726900101,12.55309963
9.0453,3.14161,4.42921,6.5943196,7.1192198,15.8928007,20.5635995,20.2860996,15.7573,6.19835,0.0174468,7.244780064,22.53079987,12.42380047,13.50450039,14.58240032,15.32190037,16.26300049,17.52519989,19.3567009,4.398439884,13.89939976
19.5612,0.877088,0.696093,1.7768599,2.95763,5.74793,11.5983002,24.9375001,36.4044994,14.9829,0.0211506,14.31989956,26.30760002,19.2310009,20.23819923,20.97730064,21.64690018,22.18619919,22.73200035,23.40850067,3.996989965,19.85740089
11.3501,0.994325,1.44598,4.8283901,8.3748199,12.9366994,24.5631993,23.8647997,17.4358994,5.5390898,0.0167921,12.01900005,29.57600021,17.56520081,19.15539932,20.13470078,21.15589905,22.14920044,23.43849945,25.31690025,5.118279934,19.28240013
15.3298,0.912218,0.751905,1.50772,3.1502701,6.22059,13.0768001,23.1387004,31.7312002,19.4918007,0.0188719,12.50209999,23.21579933,16.55660057,17.57570076,18.67140007,19.43260002,19.99290085,20.54780006,21.14949989,3.725929976,17.5951004
15.6179,2.4826299,3.26006,3.7507601,3.6072299,8.2628101,13.8024002,21.3506997,28.7326008,14.7321001,0.018747,8.985969543,23.43429947,15.1644001,16.84129906,17.99769974,18.90099907,19.73929977,20.46629906,21.4843998,4.839129925,16.57089996
13.7982,2.30924,3.7991501,4.6277799,7.8856297,9.9810801,23.1653005,32.4620992,13.3132994,2.4345201,0.0219271,7.711279869,20.92149925,12.5145998,13.50629997,14.24050045,14.93780041,15.58100033,16.25309944,17.17399979,3.75880003,13.34910011
9.6626,5.8890902,9.8306403,11.9480997,10.6468998,6.0083698,11.0409997,18.1813002,20.5886006,5.8412202,0.0247475,5.305449963,21.74090004,8.797160149,10.47900009,13.19569969,15.33080006,16.69070053,17.96299934,18.9817009,5.300230026,12.55119991
12.1299,2.3438601,8.7931998,7.4247301,9.8559797,15.1567996,24.8895004,17.4851999,7.7964999,6.2097099,0.0444989,5.78937006,23.18000031,11.38319969,12.95049953,14.05609989,15.12069988,16.03310013,17.26600075,19.81119919,4.818890095,13.39220047
11.2985,2.3438601,8.7931998,7.4247301,9.8559797,15.1567996,24.8895004,17.4851999,7.7964999,6.2097099,0.0444989,5.78937006,23.18000031,11.38319969,12.95049953,14.05609989,15.12069988,16.03310013,17.26600075,19.81119919,4.818890095,13.39220047
14.3035,1.73827,2.1155899,2.437,3.1289201,8.71225,9.7235598,19.3306997,30.1903009,22.6055995,0.0178011,10.90939999,23.42639923,16.53019905,17.78660011,18.77339935,19.71660042,20.48550034,21.09189987,21.77490044,4.383769989,17.51810074
12.8627,0.926393,1.24984,1.8941199,6.9559,12.7129003,16.9221997,29.5780987,24.4266003,5.3167202,0.0171575,11.51550007,24.54770088,15.34500027,16.67230034,17.77260017,18.59129906,19.44849968,20.19589996,21.28100014,3.996759892,16.91189957
15.7935,0.459985,0.829165,2.5569299,3.6764201,4.8665401,23.0994001,36.9338006,21.6435999,5.9136201,0.0205083,11.4453001,21.61370087,14.55049992,15.21660042,15.74849987,16.43689919,17.09339905,17.68829918,18.58029938,3.006949902,15.34980011
9.4388,12.0642997,12.0958999,11.5956999,15.5818,19.6421996,12.3958997,7.3288903,5.4624401,3.81107,0.0217131,3.264480114,19.43799973,6.544950008,7.734590054,9.071060181,10.10630035,11.2439003,12.5862999,15.16219997,4.310279846,9.068389893
1.6606,1.30161,6.8096802,22.4740997,25.2597988,20.0843006,15.6884998,5.1114399,1.89059,1.35961,0.0203903,4.451739788,14.62040043,5.951590061,6.548510075,7.112609863,7.658520222,8.209799767,8.893699646,10.17199993,2.279010057,7.19299984
0.1885,15.9691006,13.7526006,6.7067899,11.1524999,19.3009004,15.6421006,9.51344,5.2986301,2.4985399,0.165326,1.931519985,6.913370132,2.982840061,3.30618,3.74022007,4.212240219,4.676780224,5.053549767,5.452449799,1.310760021,3.766680002
0.185,15.3631002,20.2950001,17.1653003,19.6006998,13.5554001,8.4416702,2.57721,2.12097,0.701441,0.179291,1.976500034,8.716509819,2.814879894,3.170170069,3.689019918,4.076650143,4.582960129,5.029799938,5.812900066,1.503730059,3.806119919
0.3258,14.1141996,17.7353993,20.6623003,16.6802004,14.0382007,8.8770702,5.0035901,2.1375099,0.702289,0.0491866,1.810940027,6.609509945,2.475899935,2.751039982,3.051870108,3.360820055,3.739749908,4.127580166,4.710179806,1.090989947,3.174730062
0.13,19.2713007,18.0912003,16.8798,16.2929997,13.7523994,8.40872,4.65229,1.7206101,0.856822,0.0738026,1.730880022,6.787209988,2.329799891,2.662489891,2.986910105,3.344959974,3.714560032,4.171579838,4.762639999,1.151919961,3.130690098
0.0525,21.6806993,24.0610003,23.7748995,12.5613004,8.1965096,4.4994202,2.93511,1.8593101,0.354978,0.0767633,1.683349967,7.714739799,2.283109903,2.590800047,2.910880089,3.210400105,3.512660027,4.018889904,4.758100033,1.203889966,3.081929922
0.2258,15.6388998,19.6170002,15.6376004,12.2020997,9.9346399,13.8335004,9.3036801,3.1473499,0.610937,0.0742003,1.815619946,8.280389786,2.588829994,3.029609919,3.587029934,4.30257988,5.09897995,5.633910179,6.226329803,1.669739962,3.883860111
4.194,6.3101202,15.3228,22.0359996,16.0244003,12.0075002,11.7415003,10.2452002,5.1943801,1.09332,0.0248949,3.053139925,12.51039982,4.740940094,5.407440186,5.932169914,6.51887989,7.107379913,7.978759766,9.080760002,2.258260012,6.031949997
1.1508,6.3101202,15.3228,22.0359996,16.0244003,12.0075002,11.7415003,10.2452002,5.1943801,1.09332,0.0248949,3.053139925,12.51039982,4.740940094,5.407440186,5.932169914,6.51887989,7.107379913,7.978759766,9.080760002,2.258260012,6.031949997
0.3225,3.6872901,6.96394,26.3105989,32.3175997,12.3915002,8.31379,5.7916898,3.3637501,0.836117,0.0237214,3.836980104,12.06949997,4.699540138,4.983180046,5.269899845,5.594769955,5.996419907,6.60781002,8.103949547,1.727409959,5.601920128
0.2873,17.5448,23.3080998,21.9725996,16.3058996,10.4200996,5.9094399,2.42812,1.34178,0.674856,0.0943118,1.757069945,7.1729002,2.305840015,2.614639997,2.921999931,3.200429916,3.554250002,4.020750046,4.689370155,1.137590051,3.080970049
0.0812,19.4023997,18.4066996,17.2105998,16.6683003,13.3898005,7.8077197,4.5473501,1.9610399,0.51471,0.091439,1.673050046,6.070230007,2.227050066,2.486109972,2.769690037,3.053040028,3.324850082,3.670190096,4.13421011,0.956835985,2.855969906
0.2568,12.19,13.9991,19.4342002,19.3875998,13.7994006,12.4871001,5.83192,2.25353,0.574343,0.0428049,1.823819995,6.477700233,2.597719908,2.909810066,3.185220003,3.486279964,3.840420008,4.264269829,4.695010185,1.066669941,3.254070044
3.4907,8.1946597,8.31194,12.4807,26.5758008,27.4738014,9.53077,5.12577,1.47573,0.788553,0.0422981,2.814110041,12.41549969,5.158380032,5.750589848,6.169569969,6.525380135,6.862020016,7.223269939,7.636700153,1.869590044,5.772920132
11.3075,8.6411998,10.0193001,11.5886003,14.7398993,17.9076001,19.7013006,9.65354,6.6989601,1.03115,0.0183973,3.845170021,19.61179924,7.506820202,9.141819954,10.25080013,11.33189964,11.90620041,13.0316,14.7645998,3.98416996,9.713729858
16.3591,22.7258995,5.35441,8.39113,14.9499997,19.9497998,13.0776003,7.4423604,4.6729501,3.4092601,0.0266447,1.903210044,21.74909973,6.489729881,8.971360207,10.41880035,11.33539963,12.35639954,13.63700008,16.49869919,5.2884202,9.524479866
13.6487,7.8978702,7.6814301,14.7643998,24.3653998,21.074,13.2948995,5.6729801,3.9036501,1.32401,0.0212982,5.699450016,28.58550072,10.2670002,11.52600002,12.76570034,13.96899986,15.17669964,17.56049919,20.2621994,5.464680195,13.00189972
12.1567,13.6636004,2.8601199,2.8362701,6.84819,11.1739002,20.2614993,21.1750001,17.1515003,3.9950401,0.0348444,2.635169983,22.07159996,11.24680042,13.38640022,14.82530022,15.83899975,16.66430092,17.60540009,18.78089905,5.6426301,12.88049984
16.4171,22.3398998,4.3110799,8.4283099,12.7645999,14.9388,14.4488007,14.3289,7.2602801,1.15098,0.0283048,1.427629948,20.38209915,6.384449959,8.337679863,9.976750374,11.66390038,13.26439953,14.56340027,15.98799992,5.232530117,9.456549644
13.2165,5.3093798,2.04382,4.6023101,9.6047603,15.8565,24.4614005,22.9126006,12.5506997,2.6294,0.0291538,7.441450119,20.94869995,11.64760017,12.6395998,13.44410038,14.12489986,14.95119953,15.94579983,17.05150032,3.926990032,12.76840019
10.9946,26.1655003,9.6421301,4.60664,6.9782898,7.91822,11.2466,13.0439997,14.2610997,6.1016101,0.0359232,2.627360106,20.31089973,6.738959789,7.842720032,9.533320427,11.67450047,13.58979988,15.06550026,16.92539978,5.338359833,9.929080009
12.9937,26.1655003,9.6421301,4.60664,6.9782898,7.91822,11.2466,13.0439997,14.2610997,6.1016101,0.0359232,2.627360106,20.31089973,6.738959789,7.842720032,9.533320427,11.67450047,13.58979988,15.06550026,16.92539978,5.338359833,9.929080009
19.0608,17.4320996,4.71237,7.0387997,10.5513997,11.3045,11.6251998,15.411,11.6687,10.2311999,0.0246421,3.577939987,29.18190002,11.11670017,13.09749985,15.42959976,18.16539955,22.02939987,23.4211998,26.28650093,7.976399899,15.68169975
10.6543,13.3948997,6.8333797,12.6104996,19.2268997,19.3589002,12.7924994,10.5618998,3.47909,1.7174499,0.0244959,2.495399952,21.7614994,8.036419868,9.200300217,10.16279984,11.26910019,12.70030022,13.99639988,15.6796999,4.648739815,9.990650177
14.5276,56.7086995,7.1290098,4.7771201,3.4285799,2.3457499,5.1720701,8.1975304,8.8605203,3.3504099,0.0303571,1.567029953,20.29400063,1.662799954,1.65734005,1.995440006,4.94863987,10.24240017,14.10980034,16.60899925,6.125500202,6.470469952
16.7677,27.2269994,8.9804702,6.5493397,8.9619599,13.2633999,12.7583995,12.8940001,8.2436703,1.08984,0.0319724,2.070359945,20.24139977,4.964710236,6.773560047,8.807749748,11.28849983,12.30480003,13.65620041,15.30739975,5.001589775,8.817959785
12.873,5.3093798,2.04382,4.6023101,9.6047603,15.8565,24.4614005,22.9126006,12.5506997,2.6294,0.0291538,7.441450119,20.94869995,11.64760017,12.6395998,13.44410038,14.12489986,14.95119953,15.94579983,17.05150032,3.926990032,12.76840019
20.7373,24.6827006,5.5459801,3.6191199,5.7508901,11.5059003,13.5250002,16.9007003,14.0946001,4.3261599,0.0489572,1.821769953,21.0734005,6.984479904,10.45759964,11.83829975,13.63570023,14.74479961,16.20269966,17.8288002,5.934510231,10.71350002
13.6075,29.0877014,8.6617097,7.7647597,6.5275297,8.6579598,12.8439993,14.0264004,8.2180999,4.1741598,0.0377668,1.958170056,18.02420044,4.195020199,5.584579945,7.730679989,10.57699966,12.24359989,13.26290035,15.08080006,4.985620022,8.181659698
9.0529,0.292882,0.678718,1.23917,2.5157901,9.9971503,29.6115011,35.6283993,16.6951001,3.3116501,0.0296989,8.184390068,15.36830044,10.16479969,10.65699959,11.1534996,11.58749962,11.97749996,12.41740036,12.97649956,1.991909981,10.81470013
7.2047,0.391601,0.511311,0.699009,1.37386,7.4921101,22.0367,35.7520014,26.087001,5.6279801,0.0283931,9.309679985,15.89710045,10.93089962,11.40480042,11.90359974,12.33150005,12.80420017,13.31760025,13.97070026,1.97487998,11.68500042
9.8298,0.61981,1.27104,2.35893,4.3542299,13.4366006,30.4212004,33.2450002,12.8114998,1.45193,0.0297687,8.584150314,16.86809921,10.53569984,11.09599972,11.59259987,12.04360008,12.50409985,13.06620026,13.78989983,2.263789892,11.29520035
8.1759,0.645575,1.01083,1.28418,3.3746202,10.6473997,28.0755997,36.9940013,15.2991995,2.63645,0.0321972,8.655790329,16.02540016,10.41419983,10.96889973,11.34869957,11.74499989,12.14150047,12.68099976,13.32549953,2.060659885,11.08399963
9.8532,0.21869,0.801492,1.66374,3.2023601,12.6114994,32.5302005,33.0817014,14.2572001,1.60641,0.0267606,8.673270226,16.05060005,10.25230026,10.72119999,11.12269974,11.53639984,11.97220039,12.47249985,13.19690037,1.928850055,10.96090031
8.4961,0.252913,0.389986,1.21651,3.66101,13.0972996,31.1818004,31.9763005,15.7150999,2.48027,0.0288466,9.475990295,17.2682991,11.01669979,11.49769974,11.95790005,12.4137001,12.88500023,13.53880024,14.31709957,2.041019917,11.85309982
7.5998,0.1957,0.341022,0.69331,3.1806201,16.7520002,31.9178998,26.8261999,17.3902005,2.6716899,0.0313037,9.552479744,17.63800049,10.89970016,11.48250008,12.07260036,12.64770031,13.26850033,14.01119995,14.86859989,2.139230013,12.07439995
8.2626,0.226813,0.343897,0.773193,2.07047,10.0143,29.8923999,34.315601,18.2521999,4.08049,0.0305392,9.419520378,16.17070007,10.7979002,11.15960026,11.57929993,11.97500038,12.37080002,12.84980011,13.60820007,1.814520001,11.47649956
8.6127,0.669524,1.03081,1.1026,2.79286,9.2016697,32.1936995,40.2759999,11.6760001,1.02513,0.0317381,9.633919716,17.31870079,11.27190018,11.72599983,12.10779953,12.47729969,12.87440014,13.36900043,13.95699978,2.060960054,11.83990002
9.254,0.280788,1.34491,3.4774501,7.2776102,14.1856,26.1233985,28.6244988,15.6937003,2.9607199,0.031345,7.539929867,16.11030006,9.882240295,10.50749969,11.05889988,11.6104002,12.1789999,12.75990009,13.53880024,2.376519918,10.75839996
8.0625,0.446573,0.769988,2.4631999,7.53747,22.3639995,32.1824014,24.1450995,9.0146802,1.04607,0.0305648,8.260540009,17.36459923,10.06499958,10.6814003,11.23509979,11.77099991,12.30729961,12.93239975,13.84560013,2.238590002,11.06970024
10.239,0.425647,0.393157,0.707336,1.78535,3.6774501,18.6054006,43.7709004,27.3236006,3.2837801,0.0274004,11.14509964,17.70800018,12.49339962,12.93700027,13.30930042,13.69859982,14.04800034,14.49769974,15.10439968,1.937639952,13.09080029
9.4638,0.326291,0.796637,0.820794,2.1677401,7.7457398,18.6496004,37.8803998,26.7576993,4.82536,0.0297114,10.12880039,17.60230064,12.11979961,12.68459988,13.20390034,13.59529972,14.08139992,14.66020012,15.30970001,2.215090036,12.85550022
7.0374,0.154929,0.40694,0.831099,1.38428,6.8428002,19.0763995,37.8720999,28.1697005,5.2287702,0.0330488,9.67481041,16.14369965,11.31739998,11.74670029,12.16849995,12.5777998,13.00030041,13.46580029,14.08469963,1.854769945,11.97290039
7.7093,0.570661,0.411202,0.896975,4.65331,20.6580997,37.8636003,23.7867996,9.08987,2.03851,0.0310259,9.246430397,17.96710014,10.7524004,11.27070045,11.72830009,12.16619968,12.68369961,13.44219971,14.42730045,2.158410072,11.71220016
2.4327,3.4610499,4.9184401,6.6761702,10.7481003,14.8710996,23.2051998,21.2188005,12.4503002,2.43125,0.0195475,4.705880165,14.49849987,7.59954977,8.615870476,9.312950134,9.910599709,10.49919987,11.19799995,11.99170017,2.725589991,8.810660362
1.6507,1.88809,2.7185399,4.8402201,11.6411999,23.0727002,30.4764986,18.4366003,5.34411,1.56214,0.0198648,5.383639812,12.93500042,7.115429878,7.59954977,7.969850063,8.378230095,8.802229881,9.303879738,10.0085001,1.901950002,7.821400166
3.338,2.27223,4.9171701,13.865,23.7287998,29.5926005,18.1845993,6.7061096,0.586469,0.122944,0.0241947,4.78689003,14.91450024,6.500199795,7.120100021,7.63078022,8.115180016,8.565110207,9.257909775,10.05729961,2.04885006,7.51804018
4.974,4.35794,6.2841497,12.1138997,18.1842998,22.5308999,20.1261997,12.2028999,3.8607001,0.315001,0.023926,4.002880096,13.75199986,6.153789997,6.829110146,7.493360043,8.056209564,8.686389923,9.387999535,10.21430016,2.365070105,7.279679775
5.3674,1.08582,3.9256599,8.4360003,16.6422993,22.8649005,23.2408002,16.3917005,6.72374,0.668198,0.0208812,5.420000076,15.26000023,7.539999962,8.270000458,8.899999619,9.590000153,10.22999954,10.92000008,11.88000011,2.428770065,8.777429581
